VariableCode,RegionCode,YearCode,AggValue
hc,CHN,1990,1.95607745647430000
rgdpo,CHN,1991,3006093.75000000000000000
pop,CHN,1991,1192.89728400000000000
hc,CHN,1991,1.99119687080383000
rgdpo,CHN,1992,3285450.50000000000000000
pop,CHN,1992,1206.71124400000000000
hc,CHN,1992,2.02694678306580000
rgdpo,CHN,1993,3587539.75000000000000000
pop,CHN,1993,1218.81705500000000000
hc,CHN,1993,2.06333851814270000
rgdpo,CHN,1994,3854175.00000000000000000
pop,CHN,1994,1230.02003100000000000
hc,CHN,1994,2.10038375854492000
rgdpo,CHN,1995,4257891.00000000000000000
pop,CHN,1995,1240.92053500000000000
hc,CHN,1995,2.13809394836426000
rgdpo,CHN,1996,4580774.50000000000000000
pop,CHN,1996,1251.63618600000000000
hc,CHN,1996,2.17208456993103000
rgdpo,CHN,1997,4742227.50000000000000000
pop,CHN,1997,1261.99601200000000000
hc,CHN,1997,2.20661544799805000
rgdpo,CHN,1998,4759017.50000000000000000
pop,CHN,1998,1271.98235000000000000
hc,CHN,1998,2.24169540405273000
rgdpo,CHN,1999,5037556.50000000000000000
pop,CHN,1999,1281.51483200000000000
hc,CHN,1999,2.27733302116394000
rgdpo,CHN,2000,5420106.50000000000000000
pop,CHN,2000,1290.55076500000000000
hc,CHN,2000,2.31353735923767000
rgdpo,CHN,2001,5898086.00000000000000000
pop,CHN,2001,1299.12975200000000000
hc,CHN,2001,2.32968354225159000
rgdpo,CHN,2002,6458509.00000000000000000
pop,CHN,2002,1307.35225700000000000
hc,CHN,2002,2.34594249725342000
rgdpo,CHN,2003,7056661.50000000000000000
pop,CHN,2003,1315.30352100000000000
hc,CHN,2003,2.36231517791748000
rgdpo,CHN,2004,7876309.50000000000000000
pop,CHN,2004,1323.08464100000000000
hc,CHN,2004,2.37880182266235000
rgdpo,CHN,2005,8767904.00000000000000000
pop,CHN,2005,1330.77638000000000000
hc,CHN,2005,2.39540362358093000
rgdpo,CHN,2006,9562662.00000000000000000
pop,CHN,2006,1338.40864700000000000
hc,CHN,2006,2.40445852279663000
rgdpo,CHN,2007,10522240.00000000000000000
pop,CHN,2007,1345.99388800000000000
hc,CHN,2007,2.41354775428772000
rgdpo,CHN,2008,11210087.00000000000000000
pop,CHN,2008,1353.56948400000000000
hc,CHN,2008,2.42267131805420000
rgdpo,CHN,2009,12166251.00000000000000000
pop,CHN,2009,1361.16941900000000000
hc,CHN,2009,2.43182945251465000
rgdpo,CHN,2010,13847619.00000000000000000
pop,CHN,2010,1368.81061500000000000
hc,CHN,2010,2.44102191925049000
rgdpo,CHN,2011,14969009.00000000000000000
pop,CHN,2011,1376.49763900000000000
hc,CHN,2011,2.47546982765198000
rgdpo,CHN,2012,15920895.00000000000000000
pop,CHN,2012,1384.20640100000000000
hc,CHN,2012,2.51040363311768000
rgdpo,CHN,2013,16563043.00000000000000000
pop,CHN,2013,1391.88333000000000000
hc,CHN,2013,2.54583048820496000
rgdpo,CHN,2014,17369238.00000000000000000
pop,CHN,2014,1399.45396500000000000
hc,CHN,2014,2.57462215423584000
rgdpo,CHN,2015,17985756.00000000000000000
pop,CHN,2015,1406.84787000000000000
hc,CHN,2015,2.59902787208557000
rgdpo,CHN,2016,18591710.00000000000000000
pop,CHN,2016,1414.04935100000000000
hc,CHN,2016,2.62366509437561000
rgdpo,CHN,2017,19687162.00000000000000000
pop,CHN,2017,1421.02179100000000000
hc,CHN,2017,2.64853596687317000
rgdpo,CHN,2018,19729128.00000000000000000
pop,CHN,2018,1427.64778600000000000
hc,CHN,2018,2.67364239692688000
rgdpo,CHN,2019,20257660.00000000000000000
pop,CHN,2019,1433.78368600000000000
hc,CHN,2019,2.69898700714111000
rgdpo,EST,1991,19549.02929687500000000
pop,EST,1991,1.54821900000000000
hc,EST,1991,2.84356141090393000
rgdpo,EST,1992,15346.13964843750000000
pop,EST,1992,1.52081300000000000
hc,EST,1992,2.88944149017334000
rgdpo,EST,1993,14608.94824218750000000
pop,EST,1993,1.48806100000000000
hc,EST,1993,2.93606138229370000
rgdpo,EST,1994,14098.37792968750000000
pop,EST,1994,1.45709300000000000
hc,EST,1994,2.98343396186829000
rgdpo,EST,1995,15416.99902343750000000
pop,EST,1995,1.43302400000000000
hc,EST,1995,3.03157067298889000
rgdpo,EST,1996,16587.37890625000000000
pop,EST,1996,1.41773600000000000
hc,EST,1996,3.08389043807983000
rgdpo,EST,1997,16856.13671875000000000
pop,EST,1997,1.40967300000000000
hc,EST,1997,3.13711285591125000
rgdpo,EST,1998,16649.70703125000000000
pop,EST,1998,1.40634900000000000
hc,EST,1998,3.19125413894653000
rgdpo,EST,1999,16470.48046875000000000
pop,EST,1999,1.40378900000000000
hc,EST,1999,3.24632954597473000
rgdpo,EST,2000,18203.15039062500000000
pop,EST,2000,1.39911200000000000
hc,EST,2000,3.30235552787781000
rgdpo,EST,2001,19155.50390625000000000
pop,EST,2001,1.39173000000000000
hc,EST,2001,3.31723690032959000
rgdpo,EST,2002,20390.42382812500000000
pop,EST,2002,1.38273200000000000
hc,EST,2002,3.33218550682068000
rgdpo,EST,2003,21755.27148437500000000
pop,EST,2003,1.37290900000000000
hc,EST,2003,3.34720134735107000
rgdpo,EST,2004,22754.52148437500000000
pop,EST,2004,1.36356500000000000
rgdpo,BMU,1990,16860.12890625000000000
pop,BMU,1990,0.06163400000000000
rgdpo,BMU,1991,17870.39453125000000000
pop,BMU,1991,0.06202000000000000
rgdpo,BMU,1992,14697.67480468750000000
pop,BMU,1992,0.06238900000000000
rgdpo,BMU,1993,15712.04199218750000000
pop,BMU,1993,0.06275000000000000
rgdpo,BMU,1994,6352.27978515625000000
pop,BMU,1994,0.06310100000000000
rgdpo,BMU,1995,14312.78320312500000000
pop,BMU,1995,0.06344200000000000
rgdpo,BMU,1996,11841.30761718750000000
pop,BMU,1996,0.06377400000000000
rgdpo,BMU,1997,19130.19140625000000000
pop,BMU,1997,0.06408000000000000
rgdpo,BMU,1998,1307.49145507813000000
pop,BMU,1998,0.06439300000000000
rgdpo,BMU,1999,1420.90673828125000000
pop,BMU,1999,0.06470000000000000
rgdpo,BMU,2000,10150.99218750000000000
pop,BMU,2000,0.06501200000000000
rgdpo,BMU,2001,8379.73046875000000000
pop,BMU,2001,0.06532900000000000
rgdpo,BMU,2002,19907.33398437500000000
pop,BMU,2002,0.06565600000000000
rgdpo,BMU,2003,4158.07568359375000000
pop,BMU,2003,0.06594300000000000
rgdpo,BMU,2004,2949.02197265625000000
pop,BMU,2004,0.06615000000000000
rgdpo,BMU,2005,2949.02197265625000000
pop,BMU,2005,0.06625700000000000
rgdpo,BMU,2006,3116.43530273438000000
pop,BMU,2006,0.06624800000000000
rgdpo,BMU,2007,3150.50634765625000000
pop,BMU,2007,0.06612900000000000
rgdpo,BMU,2008,4018.53540039063000000
pop,BMU,2008,0.06593100000000000
rgdpo,BMU,2009,4056.81127929688000000
pop,BMU,2009,0.06567400000000000
rgdpo,BMU,2010,4458.84960937500000000
pop,BMU,2010,0.06538900000000000
rgdpo,BMU,2011,4590.28906250000000000
pop,BMU,2011,0.06507800000000000
rgdpo,BMU,2012,3668.34643554688000000
pop,BMU,2012,0.06473700000000000
rgdpo,BMU,2013,3276.80053710938000000
pop,BMU,2013,0.06438600000000000
rgdpo,BMU,2014,3270.44409179688000000
pop,BMU,2014,0.06403300000000000
rgdpo,BMU,2015,3122.55712890625000000
pop,BMU,2015,0.06369200000000000
rgdpo,BMU,2016,3071.92211914063000000
pop,BMU,2016,0.06336200000000000
rgdpo,BMU,2017,3178.47509765625000000
pop,BMU,2017,0.06304900000000000
rgdpo,BMU,2018,3132.48071289063000000
pop,BMU,2018,0.06275600000000000
rgdpo,BMU,2019,3142.39355468750000000
pop,BMU,2019,0.06250600000000000
rgdpo,DOM,1990,36452.87890625000000000
pop,DOM,1990,7.13349400000000000
hc,DOM,1990,1.91739225387573000
rgdpo,DOM,1991,37118.35546875000000000
pop,DOM,1991,7.27040900000000000
hc,DOM,1991,1.94222974777222000
rgdpo,DOM,1992,43368.69921875000000000
pop,DOM,1992,7.40834200000000000
hc,DOM,1992,1.96738874912262000
rgdpo,DOM,1993,47489.69140625000000000
pop,DOM,1993,7.54646300000000000
hc,DOM,1993,1.99287390708923000
rgdpo,DOM,1994,49964.34765625000000000
pop,DOM,1994,7.68370700000000000
hc,DOM,1994,2.01868891716003000
rgdpo,DOM,1995,51053.33984375000000000
pop,DOM,1995,7.81924700000000000
hc,DOM,1995,2.04483842849731000
rgdpo,DOM,1996,53062.65625000000000000
pop,DOM,1996,7.95276300000000000
hc,DOM,1996,2.06714296340942000
rgdpo,DOM,1997,58751.84765625000000000
pop,DOM,1997,8.08440700000000000
hc,DOM,1997,2.08969044685364000
rgdpo,DOM,1998,65983.28906250000000000
pop,DOM,1998,8.21442600000000000
hc,DOM,1998,2.11248421669006000
rgdpo,DOM,1999,70425.56250000000000000
pop,DOM,1999,8.34328300000000000
hc,DOM,1999,2.13552641868591000
rgdpo,DOM,2000,71091.12500000000000000
pop,DOM,2000,8.47132100000000000
hc,DOM,2000,2.15881991386414000
rgdpo,DOM,2001,78671.21875000000000000
pop,DOM,2001,8.59860100000000000
hc,DOM,2001,2.17516422271729000
rgdpo,DOM,2002,78946.96093750000000000
pop,DOM,2002,8.72497500000000000
hc,DOM,2002,2.19163250923157000
rgdpo,DOM,2003,73253.94531250000000000
pop,DOM,2003,8.85031700000000000
hc,DOM,2003,2.20822525024414000
rgdpo,DOM,2004,76323.63281250000000000
pop,DOM,2004,8.97444400000000000
hc,DOM,2004,2.22494363784790000
rgdpo,DOM,2005,85803.69531250000000000
pop,DOM,2005,9.09725700000000000
hc,DOM,2005,2.24178862571716000
rgdpo,DOM,2006,96746.27343750000000000
pop,DOM,2006,9.21868600000000000
hc,DOM,2006,2.27710962295532000
rgdpo,DOM,2007,106525.80468750000000000
pop,DOM,2007,9.33886100000000000
hc,DOM,2007,2.31298732757568000
rgdpo,DOM,2008,109337.33593750000000000
pop,DOM,2008,9.45807500000000000
hc,DOM,2008,2.34943008422852000
rgdpo,DOM,2009,116354.03906250000000000
pop,DOM,2009,9.57673700000000000
hc,DOM,2009,2.38644695281982000
rgdpo,DOM,2010,126976.69531250000000000
pop,DOM,2010,9.69512100000000000
hc,DOM,2010,2.42404723167419000
rgdpo,DOM,2011,129846.42187500000000000
pop,DOM,2011,9.81321100000000000
hc,DOM,2011,2.47031021118164000
rgdpo,DOM,2012,132363.42187500000000000
rgdpo,ECU,1990,63273.08984375000000000
pop,ECU,1990,10.23093400000000000
hc,ECU,1990,2.21636152267456000
rgdpo,ECU,1991,65778.64843750000000000
pop,ECU,1991,10.47247500000000000
hc,ECU,1991,2.23901367187500000
rgdpo,ECU,1992,67550.63281250000000000
pop,ECU,1992,10.71612900000000000
hc,ECU,1992,2.26189708709717000
rgdpo,ECU,1993,62803.89843750000000000
pop,ECU,1993,10.96146600000000000
hc,ECU,1993,2.28501439094543000
rgdpo,ECU,1994,64386.06250000000000000
pop,ECU,1994,11.20800100000000000
hc,ECU,1994,2.30836820602417000
rgdpo,ECU,1995,64928.62109375000000000
pop,ECU,1995,11.45520400000000000
hc,ECU,1995,2.33196043968201000
rgdpo,ECU,1996,65277.62500000000000000
pop,ECU,1996,11.70317400000000000
hc,ECU,1996,2.35579395294189000
rgdpo,ECU,1997,68653.26562500000000000
pop,ECU,1997,11.95145200000000000
hc,ECU,1997,2.37987112998962000
rgdpo,ECU,1998,69969.43750000000000000
pop,ECU,1998,12.19844900000000000
hc,ECU,1998,2.40419411659241000
rgdpo,ECU,1999,66061.21875000000000000
pop,ECU,1999,12.44211500000000000
hc,ECU,1999,2.42876577377319000
rgdpo,ECU,2000,69884.09375000000000000
pop,ECU,2000,12.68112300000000000
hc,ECU,2000,2.45358872413635000
rgdpo,ECU,2001,74887.17187500000000000
pop,ECU,2001,12.91466700000000000
hc,ECU,2001,2.48427653312683000
rgdpo,ECU,2002,81936.21093750000000000
pop,ECU,2002,13.14346500000000000
hc,ECU,2002,2.51534819602966000
rgdpo,ECU,2003,86859.15625000000000000
pop,ECU,2003,13.36967800000000000
hc,ECU,2003,2.54680848121643000
rgdpo,ECU,2004,96617.22656250000000000
pop,ECU,2004,13.59638800000000000
hc,ECU,2004,2.57254362106323000
rgdpo,ECU,2005,110100.60156250000000000
pop,ECU,2005,13.82584700000000000
hc,ECU,2005,2.59416246414185000
rgdpo,ECU,2006,118943.53125000000000000
pop,ECU,2006,14.05938400000000000
hc,ECU,2006,2.61596298217773000
rgdpo,ECU,2007,126268.58593750000000000
pop,ECU,2007,14.29655700000000000
hc,ECU,2007,2.63794684410095000
rgdpo,ECU,2008,140478.06250000000000000
pop,ECU,2008,14.53573900000000000
hc,ECU,2008,2.66011524200439000
rgdpo,ECU,2009,136308.67187500000000000
pop,ECU,2009,14.77442400000000000
hc,ECU,2009,2.68247008323669000
rgdpo,ECU,2010,148737.31250000000000000
pop,ECU,2010,15.01111700000000000
hc,ECU,2010,2.70501255989075000
rgdpo,ECU,2011,164586.95312500000000000
pop,ECU,2011,15.24388400000000000
hc,ECU,2011,2.71133708953857000
rgdpo,ECU,2012,176063.12500000000000000
pop,ECU,2012,15.47410100000000000
hc,ECU,2012,2.71767663955688000
rgdpo,ECU,2013,191335.53125000000000000
pop,ECU,2013,15.70747400000000000
hc,ECU,2013,2.72403097152710000
rgdpo,ECU,2014,195240.93750000000000000
pop,ECU,2014,15.95184000000000000
hc,ECU,2014,2.73040008544922000
rgdpo,ECU,2015,184085.87500000000000000
pop,ECU,2015,16.21202000000000000
hc,ECU,2015,2.73678398132324000
rgdpo,ECU,2016,182057.75000000000000000
pop,ECU,2016,16.49111600000000000
hc,ECU,2016,2.74318289756775000
rgdpo,ECU,2017,191572.67187500000000000
pop,ECU,2017,16.78536100000000000
hc,ECU,2017,2.74959659576416000
rgdpo,ECU,2018,196040.78125000000000000
pop,ECU,2018,17.08435800000000000
hc,ECU,2018,2.75602555274963000
rgdpo,ECU,2019,195204.01562500000000000
pop,ECU,2019,17.37366200000000000
hc,ECU,2019,2.76246953010559000
rgdpo,GNQ,1990,1043.17187500000000000
pop,GNQ,1990,0.41918800000000000
rgdpo,GNQ,1991,1095.72717285156000000
pop,GNQ,1991,0.43285300000000000
rgdpo,GNQ,1992,1143.28881835938000000
pop,GNQ,1992,0.44726600000000000
rgdpo,GNQ,1993,1138.60754394531000000
pop,GNQ,1993,0.46263700000000000
rgdpo,GNQ,1994,711.01379394531300000
pop,GNQ,1994,0.47909800000000000
rgdpo,GNQ,1995,1066.05151367188000000
pop,GNQ,1995,0.49676800000000000
rgdpo,GNQ,1996,1893.29516601563000000
pop,GNQ,1996,0.51585300000000000
rgdpo,GNQ,1997,3574.10156250000000000
pop,GNQ,1997,0.53646000000000000
rgdpo,GNQ,1998,3482.98242187500000000
pop,GNQ,1998,0.55849200000000000
rgdpo,GNQ,1999,4569.22363281250000000
pop,GNQ,1999,0.58177000000000000
rgdpo,GNQ,2000,6114.58105468750000000
pop,GNQ,2000,0.60618100000000000
rgdpo,GNQ,2001,9009.71875000000000000
pop,GNQ,2001,0.63166600000000000
rgdpo,GNQ,2002,8338.68750000000000000
pop,GNQ,2002,0.65838400000000000
rgdpo,GNQ,2003,9697.24218750000000000
pop,GNQ,2003,0.68666400000000000
rgdpo,GNQ,2004,13172.52929687500000000
pop,GNQ,2004,0.71694900000000000
rgdpo,GNQ,2005,20408.94726562500000000
pop,GNQ,2005,0.74953500000000000
rgdpo,GNQ,2006,21441.13476562500000000
pop,GNQ,2006,0.78449600000000000
rgdpo,GNQ,2007,25938.14453125000000000
pop,GNQ,2007,0.82168700000000000
rgdpo,GNQ,2008,35393.32812500000000000
rgdpo,AGO,1990,35987.32812500000000000
pop,AGO,1990,11.84838600000000000
hc,AGO,1990,1.13807094097137000
rgdpo,AGO,1991,33312.19140625000000000
pop,AGO,1991,12.24890100000000000
hc,AGO,1991,1.15304005146027000
rgdpo,AGO,1992,38985.78906250000000000
pop,AGO,1992,12.65736600000000000
hc,AGO,1992,1.16820621490479000
rgdpo,AGO,1993,33555.55859375000000000
pop,AGO,1993,13.07504900000000000
hc,AGO,1993,1.18357169628143000
rgdpo,AGO,1994,35790.53906250000000000
pop,AGO,1994,13.50374700000000000
hc,AGO,1994,1.19913935661316000
rgdpo,AGO,1995,31983.10546875000000000
pop,AGO,1995,13.94520600000000000
hc,AGO,1995,1.21491169929504000
rgdpo,AGO,1996,40620.82031250000000000
pop,AGO,1996,14.40071900000000000
hc,AGO,1996,1.23089158535004000
rgdpo,AGO,1997,41782.32031250000000000
pop,AGO,1997,14.87157000000000000
hc,AGO,1997,1.24708163738251000
rgdpo,AGO,1998,43945.71484375000000000
pop,AGO,1998,15.35960100000000000
hc,AGO,1998,1.26348471641541000
rgdpo,AGO,1999,42790.30078125000000000
pop,AGO,1999,15.86686900000000000
hc,AGO,1999,1.28010344505310000
rgdpo,AGO,2000,36538.80859375000000000
pop,AGO,2000,16.39547300000000000
hc,AGO,2000,1.29694080352783000
rgdpo,AGO,2001,39557.39062500000000000
pop,AGO,2001,16.94575300000000000
hc,AGO,2001,1.30848634243011000
rgdpo,AGO,2002,44386.85546875000000000
pop,AGO,2002,17.51941700000000000
hc,AGO,2002,1.32013463973999000
rgdpo,AGO,2003,48612.57812500000000000
